Indicator Code: CG0000
"Indicator Name: All Causes"
Export date: 10/29/2025 8:24:07 PM
Source location: "WHO Mortality Database portal"
"Indicator metadata: A00-Y89"

Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1967,Female,Age25_29,[25-29],891.00000000,100.00000000,,53.00101124,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1967,Female,Age30_34,[30-34],1220.00000000,100.00000000,,75.56051034,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1967,Female,Age35_39,[35-39],2098.00000000,100.00000000,,126.32466281,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1967,Female,Age40_44,[40-44],3742.00000000,100.00000000,,211.53193895,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1967,Female,Age45_49,[45-49],6056.00000000,100.00000000,,337.06239216,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1967,Female,Age50_54,[50-54],9303.00000000,100.00000000,,524.43767969,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1967,Female,Age55_59,[55-59],14278.00000000,100.00000000,,793.57492219,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1967,Female,Age60_64,[60-64],21095.00000000,100.00000000,,1265.44691060,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1967,Female,Age65_69,[65-69],30052.00000000,100.00000000,,2108.46839260,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1967,Female,Age70_74,[70-74],40953.00000000,100.00000000,,3564.22976500,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1967,Female,Age75_79,[75-79],50038.00000000,100.00000000,,6006.96278510,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1967,Female,Age80_84,[80-84],51706.00000000,100.00000000,,10190.38234100,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1967,Female,Age85_over,[85+],57872.00000000,100.00000000,,19239.36170200,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1968,Female,Age00,[0],7429.00000000,100.00000000,,1638.14773980,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1968,Female,Age01_04,[1-4],1379.00000000,100.00000000,,73.44482318,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1968,Female,Age05_09,[5-9],669.00000000,100.00000000,,30.67540924,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1968,Female,Age10_14,[10-14],498.00000000,100.00000000,,26.14996849,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1968,Female,Age15_19,[15-19],703.00000000,100.00000000,,36.37022091,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1968,Female,Age20_24,[20-24],835.00000000,100.00000000,,40.21189502,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1968,Female,Age25_29,[25-29],900.00000000,100.00000000,,52.80760430,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1968,Female,Age30_34,[30-34],1266.00000000,100.00000000,,77.93646885,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1968,Female,Age35_39,[35-39],2069.00000000,100.00000000,,125.67575776,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1968,Female,Age40_44,[40-44],3675.00000000,100.00000000,,212.40319038,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1968,Female,Age45_49,[45-49],6446.00000000,100.00000000,,346.20548902,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1968,Female,Age50_54,[50-54],9164.00000000,100.00000000,,543.24500563,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1968,Female,Age55_59,[55-59],14627.00000000,100.00000000,,814.73848382,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1968,Female,Age60_64,[60-64],22179.00000000,100.00000000,,1320.88618900,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1968,Female,Age65_69,[65-69],31390.00000000,100.00000000,,2164.52903050,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1968,Female,Age70_74,[70-74],43546.00000000,100.00000000,,3741.06529210,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1968,Female,Age75_79,[75-79],54157.00000000,100.00000000,,6418.22706800,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1968,Female,Age80_84,[80-84],55944.00000000,100.00000000,,10804.17149500,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1968,Female,Age85_over,[85+],65528.00000000,100.00000000,,21491.63660200,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1969,Female,Age00,[0],7189.00000000,100.00000000,,1595.42831780,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1969,Female,Age01_04,[1-4],1280.00000000,100.00000000,,69.06226395,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1969,Female,Age05_09,[5-9],579.00000000,100.00000000,,25.88750782,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1969,Female,Age10_14,[10-14],423.00000000,100.00000000,,21.81311881,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1969,Female,Age15_19,[15-19],714.00000000,100.00000000,,37.51970573,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1969,Female,Age20_24,[20-24],918.00000000,100.00000000,,43.51329573,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1969,Female,Age25_29,[25-29],923.00000000,100.00000000,,53.11313155,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1969,Female,Age30_34,[30-34],1202.00000000,100.00000000,,73.23463109,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1969,Female,Age35_39,[35-39],2019.00000000,100.00000000,,124.29204629,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1969,Female,Age40_44,[40-44],3855.00000000,100.00000000,,227.09867452,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1969,Female,Age45_49,[45-49],6809.00000000,100.00000000,,357.91631623,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1969,Female,Age50_54,[50-54],9015.00000000,100.00000000,,558.20433437,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1969,Female,Age55_59,[55-59],15156.00000000,100.00000000,,843.49955476,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1969,Female,Age60_64,[60-64],22569.00000000,100.00000000,,1335.99715860,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1969,Female,Age65_69,[65-69],32929.00000000,100.00000000,,2234.89887340,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1969,Female,Age70_74,[70-74],44277.00000000,100.00000000,,3741.50752070,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1969,Female,Age75_79,[75-79],53612.00000000,100.00000000,,6255.77596270,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1969,Female,Age80_84,[80-84],54773.00000000,100.00000000,,10322.84206600,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1969,Female,Age85_over,[85+],63495.00000000,100.00000000,,20240.67580500,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1970,Female,Age00,[0],7002.00000000,100.00000000,,1638.27795980,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1970,Female,Age01_04,[1-4],1181.00000000,100.00000000,,64.83667307,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1970,Female,Age05_09,[5-9],648.00000000,100.00000000,,28.34149755,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1970,Female,Age10_14,[10-14],467.00000000,100.00000000,,23.48149638,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1970,Female,Age15_19,[15-19],662.00000000,100.00000000,,35.19030406,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1970,Female,Age20_24,[20-24],957.00000000,100.00000000,,44.90217238,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1970,Female,Age25_29,[25-29],918.00000000,100.00000000,,51.57013651,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1970,Female,Age30_34,[30-34],1200.00000000,100.00000000,,72.85089849,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1970,Female,Age35_39,[35-39],1911.00000000,100.00000000,,118.88024883,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1970,Female,Age40_44,[40-44],3589.00000000,100.00000000,,214.56328092,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1970,Female,Age45_49,[45-49],6673.00000000,100.00000000,,360.50783360,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1970,Female,Age50_54,[50-54],8854.00000000,100.00000000,,541.59530218,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1970,Female,Age55_59,[55-59],14589.00000000,100.00000000,,813.98203426,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1970,Female,Age60_64,[60-64],22063.00000000,100.00000000,,1300.73104590,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1970,Female,Age65_69,[65-69],32211.00000000,100.00000000,,2159.20364660,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1970,Female,Age70_74,[70-74],43822.00000000,100.00000000,,3650.31236980,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1970,Female,Age75_79,[75-79],53267.00000000,100.00000000,,6119.12693850,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1970,Female,Age80_84,[80-84],55218.00000000,100.00000000,,10250.23204000,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1970,Female,Age85_over,[85+],65798.00000000,100.00000000,,20377.20656600,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1971,Female,Age00,[0],6798.00000000,100.00000000,,1558.81678510,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1971,Female,Age01_04,[1-4],1129.00000000,100.00000000,,64.23897582,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1971,Female,Age05_09,[5-9],649.00000000,100.00000000,,28.49240495,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1971,Female,Age10_14,[10-14],493.00000000,100.00000000,,23.97160362,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1971,Female,Age15_19,[15-19],721.00000000,100.00000000,,38.44308185,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1971,Female,Age20_24,[20-24],866.00000000,100.00000000,,41.28331029,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1971,Female,Age25_29,[25-29],905.00000000,100.00000000,,50.07746791,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1971,Female,Age30_34,[30-34],1200.00000000,100.00000000,,74.78499315,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1971,Female,Age35_39,[35-39],1847.00000000,100.00000000,,117.47122050,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1971,Female,Age40_44,[40-44],3420.00000000,100.00000000,,205.29443544,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1971,Female,Age45_49,[45-49],6335.00000000,100.00000000,,355.00140095,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1971,Female,Age50_54,[50-54],9023.00000000,100.00000000,,532.70752155,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1971,Female,Age55_59,[55-59],14193.00000000,100.00000000,,813.63219445,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1971,Female,Age60_64,[60-64],21428.00000000,100.00000000,,1253.53925350,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1971,Female,Age65_69,[65-69],30668.00000000,100.00000000,,2021.75489490,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1971,Female,Age70_74,[70-74],42834.00000000,100.00000000,,3483.28860700,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1971,Female,Age75_79,[75-79],52558.00000000,100.00000000,,6014.87754630,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1971,Female,Age80_84,[80-84],54498.00000000,100.00000000,,9912.33175700,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1971,Female,Age85_over,[85+],66976.00000000,100.00000000,,18984.12698400,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1972,Female,Age00,[0],6198.00000000,100.00000000,,1501.45348840,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1972,Female,Age01_04,[1-4],1238.00000000,100.00000000,,71.40385281,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1972,Female,Age05_09,[5-9],665.00000000,100.00000000,,29.10029757,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1972,Female,Age10_14,[10-14],416.00000000,100.00000000,,19.72779438,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1972,Female,Age15_19,[15-19],770.00000000,100.00000000,,40.47093451,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1972,Female,Age20_24,[20-24],878.00000000,100.00000000,,43.97695968,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1972,Female,Age25_29,[25-29],977.00000000,100.00000000,,50.04353839,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1972,Female,Age30_34,[30-34],1130.00000000,100.00000000,,70.46205649,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1972,Female,Age35_39,[35-39],1871.00000000,100.00000000,,119.27833737,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1972,Female,Age40_44,[40-44],3396.00000000,100.00000000,,206.70765110,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1972,Female,Age45_49,[45-49],6227.00000000,100.00000000,,358.80149813,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1972,Female,Age50_54,[50-54],9670.00000000,100.00000000,,551.31128848,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1972,Female,Age55_59,[55-59],14271.00000000,100.00000000,,841.45047170,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1972,Female,Age60_64,[60-64],21989.00000000,100.00000000,,1291.04039460,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1972,Female,Age65_69,[65-69],32159.00000000,100.00000000,,2095.32186600,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1972,Female,Age70_74,[70-74],45102.00000000,100.00000000,,3611.91639300,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1972,Female,Age75_79,[75-79],55539.00000000,100.00000000,,6227.74164610,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1972,Female,Age80_84,[80-84],57537.00000000,100.00000000,,10348.38129500,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1972,Female,Age85_over,[85+],71300.00000000,100.00000000,,19690.69317900,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1973,Female,Age00,[0],5646.00000000,100.00000000,,1465.73208720,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1973,Female,Age01_04,[1-4],1060.00000000,100.00000000,,62.22117868,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1973,Female,Age05_09,[5-9],610.00000000,100.00000000,,26.91374366,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1973,Female,Age10_14,[10-14],455.00000000,100.00000000,,21.07847679,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1973,Female,Age15_19,[15-19],803.00000000,100.00000000,,41.54809334,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1973,Female,Age20_24,[20-24],847.00000000,100.00000000,,43.59687050,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1973,Female,Age25_29,[25-29],1022.00000000,100.00000000,,50.47162823,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1973,Female,Age30_34,[30-34],1144.00000000,100.00000000,,69.82421875,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1973,Female,Age35_39,[35-39],1806.00000000,100.00000000,,114.31826814,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1973,Female,Age40_44,[40-44],3339.00000000,100.00000000,,205.85696671,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1973,Female,Age45_49,[45-49],6023.00000000,100.00000000,,354.29411765,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1973,Female,Age50_54,[50-54],9799.00000000,100.00000000,,537.01978407,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1973,Female,Age55_59,[55-59],13312.00000000,100.00000000,,828.16971507,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1973,Female,Age60_64,[60-64],21421.00000000,100.00000000,,1259.83649940,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1973,Female,Age65_69,[65-69],32178.00000000,100.00000000,,2076.53588020,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1973,Female,Age70_74,[70-74],44889.00000000,100.00000000,,3523.19284200,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1973,Female,Age75_79,[75-79],55138.00000000,100.00000000,,6085.20030900,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1973,Female,Age80_84,[80-84],58255.00000000,100.00000000,,10400.82128200,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1973,Female,Age85_over,[85+],73157.00000000,100.00000000,,19718.86792500,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1974,Female,Age00,[0],5172.00000000,100.00000000,,1441.87343180,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1974,Female,Age01_04,[1-4],981.00000000,100.00000000,,59.64613607,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1974,Female,Age05_09,[5-9],581.00000000,100.00000000,,25.96067918,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1974,Female,Age10_14,[10-14],503.00000000,100.00000000,,22.78595697,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1974,Female,Age15_19,[15-19],736.00000000,100.00000000,,37.37368608,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1974,Female,Age20_24,[20-24],805.00000000,100.00000000,,41.84644175,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1974,Female,Age25_29,[25-29],944.00000000,100.00000000,,46.17265835,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1974,Female,Age30_34,[30-34],1126.00000000,100.00000000,,67.15572255,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1974,Female,Age35_39,[35-39],1860.00000000,100.00000000,,116.65830406,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1974,Female,Age40_44,[40-44],3178.00000000,100.00000000,,199.39766596,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1974,Female,Age45_49,[45-49],5789.00000000,100.00000000,,345.81839904,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1974,Female,Age50_54,[50-54],10183.00000000,100.00000000,,541.33219925,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1974,Female,Age55_59,[55-59],12787.00000000,100.00000000,,838.65678494,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1974,Female,Age60_64,[60-64],21555.00000000,100.00000000,,1272.58235920,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1974,Female,Age65_69,[65-69],31934.00000000,100.00000000,,2042.20758460,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1974,Female,Age70_74,[70-74],44995.00000000,100.00000000,,3475.59091610,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1974,Female,Age75_79,[75-79],54772.00000000,100.00000000,,5898.97684440,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1974,Female,Age80_84,[80-84],57720.00000000,100.00000000,,10263.15789500,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1974,Female,Age85_over,[85+],74475.00000000,100.00000000,,19521.62516400,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1975,Female,Age00,[0],4798.00000000,100.00000000,,1394.36210400,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1975,Female,Age01_04,[1-4],860.00000000,100.00000000,,54.61357719,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1975,Female,Age05_09,[5-9],540.00000000,100.00000000,,24.67556205,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1975,Female,Age10_14,[10-14],405.00000000,100.00000000,,17.99120430,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1975,Female,Age15_19,[15-19],751.00000000,100.00000000,,37.27787154,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1975,Female,Age20_24,[20-24],813.00000000,100.00000000,,42.94997094,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1975,Female,Age25_29,[25-29],1047.00000000,100.00000000,,50.65557115,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1975,Female,Age30_34,[30-34],1164.00000000,100.00000000,,68.07415638,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1975,Female,Age35_39,[35-39],1809.00000000,100.00000000,,113.06250000,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1975,Female,Age40_44,[40-44],3088.00000000,100.00000000,,197.15252506,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1975,Female,Age45_49,[45-49],5509.00000000,100.00000000,,332.82986950,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1975,Female,Age50_54,[50-54],9545.00000000,100.00000000,,530.21886457,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1975,Female,Age55_59,[55-59],12702.00000000,100.00000000,,806.57861316,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1975,Female,Age60_64,[60-64],21202.00000000,100.00000000,,1254.77895480,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1975,Female,Age65_69,[65-69],31353.00000000,100.00000000,,1998.02447110,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1975,Female,Age70_74,[70-74],44106.00000000,100.00000000,,3360.20112750,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1975,Female,Age75_79,[75-79],54758.00000000,100.00000000,,5763.39332700,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1975,Female,Age80_84,[80-84],58080.00000000,100.00000000,,10111.42061300,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1975,Female,Age85_over,[85+],74941.00000000,100.00000000,,19354.59710700,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1976,Female,Age00,[0],4069.00000000,100.00000000,,1234.90136570,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1976,Female,Age01_04,[1-4],735.00000000,100.00000000,,49.51495554,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1976,Female,Age05_09,[5-9],516.00000000,100.00000000,,23.86789398,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1976,Female,Age10_14,[10-14],484.00000000,100.00000000,,21.36299435,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1976,Female,Age15_19,[15-19],724.00000000,100.00000000,,35.08941986,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1976,Female,Age20_24,[20-24],786.00000000,100.00000000,,41.63356110,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1976,Female,Age25_29,[25-29],1022.00000000,100.00000000,,49.18900708,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1976,Female,Age30_34,[30-34],1241.00000000,100.00000000,,69.97068110,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1976,Female,Age35_39,[35-39],1735.00000000,100.00000000,,109.38091035,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1976,Female,Age40_44,[40-44],3003.00000000,100.00000000,,194.02985075,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1976,Female,Age45_49,[45-49],5448.00000000,100.00000000,,332.47894544,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1976,Female,Age50_54,[50-54],9464.00000000,100.00000000,,543.75179546,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1976,Female,Age55_59,[55-59],13084.00000000,100.00000000,,800.68539257,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1976,Female,Age60_64,[60-64],21384.00000000,100.00000000,,1295.13657560,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1976,Female,Age65_69,[65-69],31725.00000000,100.00000000,,2018.25815890,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1976,Female,Age70_74,[70-74],45225.00000000,100.00000000,,3417.33413930,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1976,Female,Age75_79,[75-79],57215.00000000,100.00000000,,5869.40910960,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1976,Female,Age80_84,[80-84],61031.00000000,100.00000000,,10472.03157200,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1976,Female,Age85_over,[85+],79997.00000000,100.00000000,,20308.96166500,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1977,Female,Age00,[0],3933.00000000,100.00000000,,1254.94575620,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1977,Female,Age01_04,[1-4],720.00000000,100.00000000,,51.27109592,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1977,Female,Age05_09,[5-9],431.00000000,100.00000000,,20.36284607,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1977,Female,Age10_14,[10-14],450.00000000,100.00000000,,19.82291529,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1977,Female,Age15_19,[15-19],750.00000000,100.00000000,,35.48280267,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1977,Female,Age20_24,[20-24],839.00000000,100.00000000,,43.89452757,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1977,Female,Age25_29,[25-29],903.00000000,100.00000000,,45.72151899,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1977,Female,Age30_34,[30-34],1245.00000000,100.00000000,,64.78975854,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1977,Female,Age35_39,[35-39],1754.00000000,100.00000000,,110.66246057,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1977,Female,Age40_44,[40-44],2829.00000000,100.00000000,,183.27286862,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1977,Female,Age45_49,[45-49],5212.00000000,100.00000000,,322.12608158,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1977,Female,Age50_54,[50-54],8693.00000000,100.00000000,,513.01268811,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1977,Female,Age55_59,[55-59],13397.00000000,100.00000000,,790.75669933,
