Indicator Code: CG0000
"Indicator Name: All Causes"
Export date: 10/29/2025 8:27:27 PM
Source location: "WHO Mortality Database portal"
"Indicator metadata: A00-Y89"

Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
CSA,Central and South America,BRA,Brazil,1985,Female,Age20_24,[20-24],5270.00000000,100.00000000,,77.46240795,
CSA,Central and South America,BRA,Brazil,1985,Female,Age25_29,[25-29],5861.00000000,100.00000000,,100.38881181,
CSA,Central and South America,BRA,Brazil,1985,Female,Age30_34,[30-34],6762.00000000,100.00000000,,136.31965164,
CSA,Central and South America,BRA,Brazil,1985,Female,Age35_39,[35-39],8125.00000000,100.00000000,,203.72088358,
CSA,Central and South America,BRA,Brazil,1985,Female,Age40_44,[40-44],9452.00000000,100.00000000,,299.26545086,
CSA,Central and South America,BRA,Brazil,1985,Female,Age45_49,[45-49],11979.00000000,100.00000000,,436.39344262,
CSA,Central and South America,BRA,Brazil,1985,Female,Age50_54,[50-54],14103.00000000,100.00000000,,614.91170700,
CSA,Central and South America,BRA,Brazil,1985,Female,Age55_59,[55-59],17529.00000000,100.00000000,,883.02856279,
CSA,Central and South America,BRA,Brazil,1985,Female,Age60_64,[60-64],20177.00000000,100.00000000,,1273.23783680,
CSA,Central and South America,BRA,Brazil,1985,Female,Age65_69,[65-69],24425.00000000,100.00000000,,2069.38913840,
CSA,Central and South America,BRA,Brazil,1985,Female,Age70_74,[70-74],29705.00000000,100.00000000,,3300.55555560,
CSA,Central and South America,BRA,Brazil,1985,Female,Age75_79,[75-79],32066.00000000,100.00000000,,5792.26878610,
CSA,Central and South America,BRA,Brazil,1985,Female,Age80_84,[80-84],29793.00000000,100.00000000,,11766.58767800,
CSA,Central and South America,BRA,Brazil,1985,Female,Age85_over,[85+],28654.00000000,100.00000000,,15804.74351900,
CSA,Central and South America,BRA,Brazil,1986,Female,Age00,[0],57026.00000000,100.00000000,,4372.48888210,
CSA,Central and South America,BRA,Brazil,1986,Female,Age01_04,[1-4],11506.00000000,100.00000000,,163.07613810,
CSA,Central and South America,BRA,Brazil,1986,Female,Age05_09,[5-9],3544.00000000,100.00000000,,42.56903655,
CSA,Central and South America,BRA,Brazil,1986,Female,Age10_14,[10-14],3015.00000000,100.00000000,,39.27878164,
CSA,Central and South America,BRA,Brazil,1986,Female,Age15_19,[15-19],4574.00000000,100.00000000,,64.90428959,
CSA,Central and South America,BRA,Brazil,1986,Female,Age20_24,[20-24],5575.00000000,100.00000000,,86.21089582,
CSA,Central and South America,BRA,Brazil,1986,Female,Age25_29,[25-29],6181.00000000,100.00000000,,111.02130258,
CSA,Central and South America,BRA,Brazil,1986,Female,Age30_34,[30-34],7172.00000000,100.00000000,,142.10985179,
CSA,Central and South America,BRA,Brazil,1986,Female,Age35_39,[35-39],8456.00000000,100.00000000,,198.03278689,
CSA,Central and South America,BRA,Brazil,1986,Female,Age40_44,[40-44],9722.00000000,100.00000000,,282.23067321,
CSA,Central and South America,BRA,Brazil,1986,Female,Age45_49,[45-49],12000.00000000,100.00000000,,401.59298551,
CSA,Central and South America,BRA,Brazil,1986,Female,Age50_54,[50-54],14487.00000000,100.00000000,,581.13041037,
CSA,Central and South America,BRA,Brazil,1986,Female,Age55_59,[55-59],18198.00000000,100.00000000,,840.32138899,
CSA,Central and South America,BRA,Brazil,1986,Female,Age60_64,[60-64],20979.00000000,100.00000000,,1236.45900870,
CSA,Central and South America,BRA,Brazil,1986,Female,Age65_69,[65-69],24975.00000000,100.00000000,,2001.20192310,
CSA,Central and South America,BRA,Brazil,1986,Female,Age70_74,[70-74],30207.00000000,100.00000000,,3072.00244080,
CSA,Central and South America,BRA,Brazil,1986,Female,Age75_79,[75-79],32379.00000000,100.00000000,,5353.67063490,
CSA,Central and South America,BRA,Brazil,1986,Female,Age80_84,[80-84],30392.00000000,100.00000000,,10987.70788100,
CSA,Central and South America,BRA,Brazil,1986,Female,Age85_over,[85+],30702.00000000,100.00000000,,15506.06060600,
CSA,Central and South America,BRA,Brazil,1987,Female,Age00,[0],53577.00000000,100.00000000,,3023.60098420,
CSA,Central and South America,BRA,Brazil,1987,Female,Age01_04,[1-4],9783.00000000,100.00000000,,135.15768811,
CSA,Central and South America,BRA,Brazil,1987,Female,Age05_09,[5-9],3224.00000000,100.00000000,,37.72737060,
CSA,Central and South America,BRA,Brazil,1987,Female,Age10_14,[10-14],2843.00000000,100.00000000,,37.10103501,
CSA,Central and South America,BRA,Brazil,1987,Female,Age15_19,[15-19],4275.00000000,100.00000000,,59.62421265,
CSA,Central and South America,BRA,Brazil,1987,Female,Age20_24,[20-24],5341.00000000,100.00000000,,77.66684776,
CSA,Central and South America,BRA,Brazil,1987,Female,Age25_29,[25-29],5969.00000000,100.00000000,,97.28974153,
CSA,Central and South America,BRA,Brazil,1987,Female,Age30_34,[30-34],7123.00000000,100.00000000,,135.64262861,
CSA,Central and South America,BRA,Brazil,1987,Female,Age35_39,[35-39],8448.00000000,100.00000000,,193.96437420,
CSA,Central and South America,BRA,Brazil,1987,Female,Age40_44,[40-44],9905.00000000,100.00000000,,288.13204331,
CSA,Central and South America,BRA,Brazil,1987,Female,Age45_49,[45-49],11866.00000000,100.00000000,,402.54786405,
CSA,Central and South America,BRA,Brazil,1987,Female,Age50_54,[50-54],14669.00000000,100.00000000,,594.61534439,
