Indicator Code: CG0000
"Indicator Name: All Causes"
Export date: 10/29/2025 8:23:02 PM
Source location: "WHO Mortality Database portal"
"Indicator metadata: A00-Y89"

Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1952,Male,Age20_24,[20-24],2152.00000000,100.00000000,,133.83084577,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1952,Male,Age25_29,[25-29],2359.00000000,100.00000000,,131.25243421,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1952,Male,Age30_34,[30-34],2946.00000000,100.00000000,,162.97853507,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1952,Male,Age35_39,[35-39],4036.00000000,100.00000000,,225.79020979,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1952,Male,Age40_44,[40-44],6297.00000000,100.00000000,,335.17858093,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1952,Male,Age45_49,[45-49],10637.00000000,100.00000000,,592.39251504,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1952,Male,Age50_54,[50-54],16412.00000000,100.00000000,,1062.19662160,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1952,Male,Age55_59,[55-59],22151.00000000,100.00000000,,1775.48893880,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1952,Male,Age60_64,[60-64],30008.00000000,100.00000000,,2798.47057730,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1952,Male,Age65_69,[65-69],38693.00000000,100.00000000,,4368.63497800,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1952,Male,Age70_74,[70-74],44686.00000000,100.00000000,,6589.88349800,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1952,Male,Age75_79,[75-79],45643.00000000,100.00000000,,10487.82169100,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1952,Male,Age80_84,[80-84],32203.00000000,100.00000000,,16149.94985000,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1952,Male,Age85_over,[85+],19657.00000000,100.00000000,,26456.25841200,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1953,Male,Age00,[0],12767.00000000,100.00000000,,3185.37924150,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1953,Male,Age01_04,[1-4],2106.00000000,100.00000000,,129.35323383,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1953,Male,Age05_09,[5-9],1262.00000000,100.00000000,,58.71405974,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1953,Male,Age10_14,[10-14],810.00000000,100.00000000,,47.30479472,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1953,Male,Age15_19,[15-19],1346.00000000,100.00000000,,86.07789218,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1953,Male,Age20_24,[20-24],1929.00000000,100.00000000,,119.77646694,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1953,Male,Age25_29,[25-29],2255.00000000,100.00000000,,127.45873841,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1953,Male,Age30_34,[30-34],2904.00000000,100.00000000,,154.06652873,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1953,Male,Age35_39,[35-39],3608.00000000,100.00000000,,213.17577548,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1953,Male,Age40_44,[40-44],6017.00000000,100.00000000,,321.93686463,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1953,Male,Age45_49,[45-49],10454.00000000,100.00000000,,576.16843034,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1953,Male,Age50_54,[50-54],16689.00000000,100.00000000,,1044.17193270,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1953,Male,Age55_59,[55-59],22103.00000000,100.00000000,,1745.89257500,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1953,Male,Age60_64,[60-64],30457.00000000,100.00000000,,2827.16049380,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1953,Male,Age65_69,[65-69],38876.00000000,100.00000000,,4390.28797290,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1953,Male,Age70_74,[70-74],45152.00000000,100.00000000,,6684.23390080,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1953,Male,Age75_79,[75-79],45768.00000000,100.00000000,,10451.70130200,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1953,Male,Age80_84,[80-84],33122.00000000,100.00000000,,16212.43269700,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1953,Male,Age85_over,[85+],19859.00000000,100.00000000,,25624.51612900,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1954,Male,Age00,[0],12157.00000000,100.00000000,,3022.62555940,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1954,Male,Age01_04,[1-4],1769.00000000,100.00000000,,111.09017835,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1954,Male,Age05_09,[5-9],1075.00000000,100.00000000,,49.36400790,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1954,Male,Age10_14,[10-14],774.00000000,100.00000000,,43.85269122,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1954,Male,Age15_19,[15-19],1300.00000000,100.00000000,,82.76564589,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1954,Male,Age20_24,[20-24],1796.00000000,100.00000000,,113.59898798,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1954,Male,Age25_29,[25-29],2077.00000000,100.00000000,,119.51893198,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1954,Male,Age30_34,[30-34],2885.00000000,100.00000000,,147.02884517,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1954,Male,Age35_39,[35-39],3332.00000000,100.00000000,,208.73269436,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1954,Male,Age40_44,[40-44],6063.00000000,100.00000000,,325.98526803,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1954,Male,Age45_49,[45-49],10258.00000000,100.00000000,,560.63835601,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1954,Male,Age50_54,[50-54],17059.00000000,100.00000000,,1039.48571080,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1954,Male,Age55_59,[55-59],22579.00000000,100.00000000,,1738.58473860,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1954,Male,Age60_64,[60-64],30437.00000000,100.00000000,,2805.77064900,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1954,Male,Age65_69,[65-69],38733.00000000,100.00000000,,4364.77349560,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1954,Male,Age70_74,[70-74],45110.00000000,100.00000000,,6669.13069190,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1954,Male,Age75_79,[75-79],46137.00000000,100.00000000,,10431.15532400,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1954,Male,Age80_84,[80-84],34353.00000000,100.00000000,,16250.23651800,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1954,Male,Age85_over,[85+],21143.00000000,100.00000000,,25320.95808400,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1955,Male,Age00,[0],11752.00000000,100.00000000,,2981.98426800,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1955,Male,Age01_04,[1-4],1696.00000000,100.00000000,,107.45058287,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1955,Male,Age05_09,[5-9],1111.00000000,100.00000000,,50.74681405,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1955,Male,Age10_14,[10-14],824.00000000,100.00000000,,45.29214533,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1955,Male,Age15_19,[15-19],1403.00000000,100.00000000,,87.52339364,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1955,Male,Age20_24,[20-24],1867.00000000,100.00000000,,118.93234807,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1955,Male,Age25_29,[25-29],2007.00000000,100.00000000,,117.38214996,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1955,Male,Age30_34,[30-34],2661.00000000,100.00000000,,141.20456354,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1955,Male,Age35_39,[35-39],3299.00000000,100.00000000,,199.09474955,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1955,Male,Age40_44,[40-44],5899.00000000,100.00000000,,318.43454791,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1955,Male,Age45_49,[45-49],10244.00000000,100.00000000,,557.13275684,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1955,Male,Age50_54,[50-54],17277.00000000,100.00000000,,1032.26384660,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1955,Male,Age55_59,[55-59],23338.00000000,100.00000000,,1742.29190000,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1955,Male,Age60_64,[60-64],30878.00000000,100.00000000,,2823.77686330,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1955,Male,Age65_69,[65-69],39161.00000000,100.00000000,,4416.98623960,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1955,Male,Age70_74,[70-74],45906.00000000,100.00000000,,6794.84902310,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1955,Male,Age75_79,[75-79],47884.00000000,100.00000000,,10875.31228700,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1955,Male,Age80_84,[80-84],36189.00000000,100.00000000,,16715.47344100,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1955,Male,Age85_over,[85+],22770.00000000,100.00000000,,26052.63157900,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1956,Male,Age00,[0],11693.00000000,100.00000000,,2856.82873200,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1956,Male,Age01_04,[1-4],1588.00000000,100.00000000,,101.19806271,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1956,Male,Age05_09,[5-9],998.00000000,100.00000000,,45.60826250,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1956,Male,Age10_14,[10-14],778.00000000,100.00000000,,41.01861127,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1956,Male,Age15_19,[15-19],1277.00000000,100.00000000,,80.18334798,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1956,Male,Age20_24,[20-24],1661.00000000,100.00000000,,105.64813637,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1956,Male,Age25_29,[25-29],1911.00000000,100.00000000,,112.49117024,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1956,Male,Age30_34,[30-34],2474.00000000,100.00000000,,135.25777705,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1956,Male,Age35_39,[35-39],3363.00000000,100.00000000,,195.63699825,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1956,Male,Age40_44,[40-44],5674.00000000,100.00000000,,312.39332709,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1956,Male,Age45_49,[45-49],10180.00000000,100.00000000,,552.81020907,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1956,Male,Age50_54,[50-54],16817.00000000,100.00000000,,989.17710723,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1956,Male,Age55_59,[55-59],24478.00000000,100.00000000,,1762.02130720,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1956,Male,Age60_64,[60-64],31241.00000000,100.00000000,,2832.62308460,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1956,Male,Age65_69,[65-69],39265.00000000,100.00000000,,4403.88066400,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1956,Male,Age70_74,[70-74],46275.00000000,100.00000000,,6853.52488150,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1956,Male,Age75_79,[75-79],47544.00000000,100.00000000,,10790.73990000,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1956,Male,Age80_84,[80-84],36766.00000000,100.00000000,,16621.15732400,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1956,Male,Age85_over,[85+],23215.00000000,100.00000000,,25823.13681900,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1957,Male,Age00,[0],11702.00000000,100.00000000,,2794.84117510,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1957,Male,Age01_04,[1-4],1692.00000000,100.00000000,,106.78447460,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1957,Male,Age05_09,[5-9],1032.00000000,100.00000000,,50.06792160,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1957,Male,Age10_14,[10-14],932.00000000,100.00000000,,45.33073930,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1957,Male,Age15_19,[15-19],1464.00000000,100.00000000,,90.14778325,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1957,Male,Age20_24,[20-24],1784.00000000,100.00000000,,114.12487206,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1957,Male,Age25_29,[25-29],1904.00000000,100.00000000,,112.92331416,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1957,Male,Age30_34,[30-34],2361.00000000,100.00000000,,132.64790157,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1957,Male,Age35_39,[35-39],3529.00000000,100.00000000,,198.32527818,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1957,Male,Age40_44,[40-44],5567.00000000,100.00000000,,316.54062660,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1957,Male,Age45_49,[45-49],10145.00000000,100.00000000,,551.68850943,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1957,Male,Age50_54,[50-54],17297.00000000,100.00000000,,1004.29658020,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1957,Male,Age55_59,[55-59],25802.00000000,100.00000000,,1791.68113330,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1957,Male,Age60_64,[60-64],32108.00000000,100.00000000,,2867.29773170,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1957,Male,Age65_69,[65-69],40104.00000000,100.00000000,,4459.46847550,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1957,Male,Age70_74,[70-74],45584.00000000,100.00000000,,6728.26568270,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1957,Male,Age75_79,[75-79],45271.00000000,100.00000000,,10164.12213700,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1957,Male,Age80_84,[80-84],35314.00000000,100.00000000,,15618.75276400,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1957,Male,Age85_over,[85+],22366.00000000,100.00000000,,23225.33748700,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1958,Male,Age00,[0],11703.00000000,100.00000000,,2698.40903850,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1958,Male,Age01_04,[1-4],1596.00000000,100.00000000,,99.60681520,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1958,Male,Age05_09,[5-9],984.00000000,100.00000000,,49.28625094,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1958,Male,Age10_14,[10-14],856.00000000,100.00000000,,40.16516517,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1958,Male,Age15_19,[15-19],1411.00000000,100.00000000,,84.79567308,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1958,Male,Age20_24,[20-24],1684.00000000,100.00000000,,106.25946492,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1958,Male,Age25_29,[25-29],1799.00000000,100.00000000,,108.11947833,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1958,Male,Age30_34,[30-34],2277.00000000,100.00000000,,130.46467656,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1958,Male,Age35_39,[35-39],3567.00000000,100.00000000,,192.55060729,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1958,Male,Age40_44,[40-44],5264.00000000,100.00000000,,315.60645123,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1958,Male,Age45_49,[45-49],9880.00000000,100.00000000,,539.06591008,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1958,Male,Age50_54,[50-54],17139.00000000,100.00000000,,983.53035694,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1958,Male,Age55_59,[55-59],26222.00000000,100.00000000,,1761.16596140,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1958,Male,Age60_64,[60-64],31848.00000000,100.00000000,,2807.22785370,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1958,Male,Age65_69,[65-69],39984.00000000,100.00000000,,4428.88790430,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1958,Male,Age70_74,[70-74],46274.00000000,100.00000000,,6867.61650340,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1958,Male,Age75_79,[75-79],46189.00000000,100.00000000,,10374.88769100,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1958,Male,Age80_84,[80-84],37361.00000000,100.00000000,,16575.42147300,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1958,Male,Age85_over,[85+],24284.00000000,100.00000000,,24653.80710700,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1959,Male,Age00,[0],11557.00000000,100.00000000,,2612.93239880,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1959,Male,Age01_04,[1-4],1692.00000000,100.00000000,,103.49889895,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1959,Male,Age05_09,[5-9],938.00000000,100.00000000,,47.80104979,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1959,Male,Age10_14,[10-14],868.00000000,100.00000000,,40.19262826,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1959,Male,Age15_19,[15-19],1586.00000000,100.00000000,,91.11277072,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1959,Male,Age20_24,[20-24],1816.00000000,100.00000000,,113.00560050,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1959,Male,Age25_29,[25-29],1712.00000000,100.00000000,,104.13625304,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1959,Male,Age30_34,[30-34],2177.00000000,100.00000000,,126.81307159,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1959,Male,Age35_39,[35-39],3694.00000000,100.00000000,,191.59751037,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1959,Male,Age40_44,[40-44],5028.00000000,100.00000000,,319.11652704,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1959,Male,Age45_49,[45-49],9662.00000000,100.00000000,,528.26681247,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1959,Male,Age50_54,[50-54],16977.00000000,100.00000000,,966.46931572,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1959,Male,Age55_59,[55-59],26870.00000000,100.00000000,,1753.11541720,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1959,Male,Age60_64,[60-64],32887.00000000,100.00000000,,2830.93741930,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1959,Male,Age65_69,[65-69],39872.00000000,100.00000000,,4392.64074030,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1959,Male,Age70_74,[70-74],45946.00000000,100.00000000,,6819.94953240,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1959,Male,Age75_79,[75-79],45821.00000000,100.00000000,,10320.04504500,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1959,Male,Age80_84,[80-84],36560.00000000,100.00000000,,16155.54573600,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1959,Male,Age85_over,[85+],24648.00000000,100.00000000,,24500.99403600,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1960,Male,Age00,[0],11951.00000000,100.00000000,,2668.82536850,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1960,Male,Age01_04,[1-4],1656.00000000,100.00000000,,98.26726798,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1960,Male,Age05_09,[5-9],1045.00000000,100.00000000,,53.64201016,
EU,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1960,Male,Age10_14,[10-14],857.00000000,100.00000000,,39.32635830,
